,Job Title,Company Name ,Location,Country,Employment Type,Experience Needed,Description,Requirments
49,Business Data Analyst,Fawry Plus,"Smart Village, Giza", Egypt,['Full Time'],Entry Level,"['Using specialist tools to generate information that helps others make decisions', 'Responding to data-related queries and keeping track of these', 'Analyzing data to identify trends', 'Setting up processes and systems to make working with data more efficient', 'Presenting information generated from data to the management', 'Focus specifically on furthering key business goals']","['Analytical Thinking', 'Data cleaning and preparation', 'Data analysis and exploration', 'Statistical knowledge', 'Creating dashboards and reports', 'Interpersonal Skills', 'Good Command in English']"
50,Data Analyst,Unimix Egypt for Readymix concrete,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Ensure that data flows smoothly from source to destination so that it can be processed', 'Utilize strong database skills to work with large, complex data sets to extract insights', 'Filter and cleanse unstructured (or ambiguous) data into usable data sets that can be analyzed to extract insights and improve business processes', 'Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data infrastructure', 'Build tools for automating repetitive asks so that bandwidth can be freed for analytics', 'Collaborate with program managers and business analysts to help them come up with actionable, high-impact insights across product lines and functions', 'Work closely with top management to prioritize information and analytic needs']","['Bachelors in engineering, sciences, business administration, economics, or a related discipline', 'Job Experience: 3: 5 years', 'SAP user is a must', 'Excellent writing skills, strong critical thinking, and problem-solving abilities', 'Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy, in a timely manner']"
51,Data Analyst,Olam SVI,"th of October, Giza", Egypt,['Full Time'],Entry Level,"['Collect, Analyze and Report Data', 'Work closely with stakeholders to ensure data accuracy', 'Work with external stakeholders to present data and come up with findings', 'Perform all types of raw material and final product data analyses to be presented to Management and all stakeholders']","['to 1 year of experience in a similar or related position', 'Excellent English', 'Excellent MS Excel Skills']"
52,Social Media Specialist,Riyadh Fertility Center,"Mohandessin, Giza", Egypt,['Full Time'],Experienced,"['Develop, implement and manage our social media strategy after conducting competitive research, platform determination, messaging and audience identification', 'Plan, create, publish and share new content (including original text, images, video and code) on a daily basis that builds meaningful customer connections, increases brand awareness and encourages community members to engage with the brand', 'Stay up to date with the latest social media best practices and technologies', 'Set up and optimize company pages within each platform to increase the visibility of company’s social content', 'Monitor SEO and customer engagement and suggest content optimization', 'Moderate user-generated content in line with the moderation policy', 'Create editorial calendars and syndication schedules', 'Work with copywriters and designers to ensure content is informative and appealing']",['years of experience']
53,Market Research Analyst,Guardian Glass,"th of Ramadan City, Sharqia", Egypt,['Full Time'],Entry Level,"['Effective Market Quantitative Data Mining (gathering) in a B2B environment, coordinating and conducting various qualitative analyses. These activities include but are not limited to, customer surveys, thorough analysis of internal data, defining/acquiring external research, analysis of import/export statistics, and collecting/analyzing data from digital media']","['Experienced in market data mining (gathering) in a B2B environment', 'Experienced analyst having demonstrable experience in leading analytical projects', 'Experience using Microsoft Office Suite with advanced skills in Excel', 'Experienced in working with databases and data analysis tools (SPSS/Power BI/SQL', 'Bachelor’s / master’s degree in a relevant field (business analytics, marketing) or relevant work-related experience', 'Strong and effective communication and negotiation skills (with internal and external customers', 'Financial literacy', 'Fluent in English and Arabic are the must, French would be considered as an advantage']"
54,Cost Control Section Head,Andalusia Group,"Maadi, Cairo", Egypt,['Full Time'],Manager,"['Supervising & Preparation and analysis of gross margin and other key operations reports', 'Developing standard cost', 'Evaluating cost accounting systems and implementing changes were deemed necessary', 'Analyzing production costs and gross margins', 'Overseeing annual physical inventory as well as cycle count programs', 'Budget Preparation and Budget Monitoring', 'Supervising the month-end cost accounting close', 'Evaluating the of the operation performance thru the contribution margins and the controllable and uncontrollable operating cost', 'Prepares top management reports, including cost reports, trends reports, risk assessment and forecasting']","['Bachelor degree of commerce', 'years of experience', 'Attention to details', 'Organized', 'Mathematical skills', 'Written communication', 'MS office']"
55,Senior R&D Analyst,Z2 Data,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Research and development of new technologies/topics in coordination with other technical departments', 'Writing technical/scientific documentation of analysis output', 'Search for new proposals for R&D projects', 'Plan and execute requirements gathering activities', 'Interact with the customers to gather their business and user requirements', 'Interpret business and user requirements into clear and comprehensive documentation', 'Align with technical and data development teams to map users’ requirements into practical system requirements specifications', 'Support research requests and define the best approach to successfully complete them', 'Use your creativity and expertise to support Z2Data’s internal development project', 'Suggesting alternatives when the required information is not available', 'Reporting on the status of the request: closed, on-hold; discussing relevancy of methodologies/approaches used to conduct business requirements']","['years of proven experience in business analysis, consulting, and data analysis', 'Highly proficient in English and excellent communication skills (verbal and written) and ability to adapt your communication style for the audience', 'Advanced Microsoft Excel, Microsoft PowerPoint, Microsoft Visio', 'Ability to analyze a problem, ask relevant questions, and think outside-of-the-box', 'Flexible working with figures and concepts that include modeling or correlation analysis', 'creative self-starter that appreciates working in an entrepreneurial environment', 'Hold a Bachelors or Master degree in Business, Management, Economics, or similar field', 'Enjoy collaborating with people and working in teams']"
56,Market Research Manager,intella,"Dokki, Giza", Egypt,['Full Time'],Manager,"['Ensure production of appropriate analysis and reports in response to briefs/requests received from clients', 'Deliver astute presentations with insights/recommendations that sharply meet the objectives of the project brief', 'Design sector-specific insights report and oversee implementation along with the product team', 'Champion thought-leadership initiatives & come up with new ideas that sets intella apart in the world of insights']","[""Bachelor's degree"", ""years' experience of user research (both qualitative and quantitative methods) ,market research firm experience is a plus"", 'Well organized with strong level of time management and the ability to effectively plan the workload for own and small team', 'Entrepreneurial & curious mindset', 'Familiar with a variety of user research methodologies, such as: interviews and\xa0fieldwork, moderating focus group conversations, survey design and data analysis', 'Successfully manage and deliver on multiple projects / initiatives with tight timeline\xa0in a fast-paced environment']"
57,Senior Software Business Analyst / ERP,Confidential,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['Working closely with clients, technicians, and managerial staff, and serving as a liaison between stakeholders and technical team', 'Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements', 'Develop a high-quality SRS document', 'Proficiency in splitting the requirements into epics, features and user stories', 'Participate in the full life-cycle development process from product definition, through design, development, test, release, maintenance and developing innovative solutions to customer requirements', 'Work with technology and business teams to define project specifications, and ensuring solutions meet business needs and requirements', 'Translate complex business, functional and technical requirements into detailed work tasks', 'Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle', 'Monitoring deliverables and ensuring timely completion of projects', 'Organizing, specifying and modeling the requirements to ensure they are complete and unambiguous', 'Gather Solution Requirements, Prepare business requirements document and Writing User Stories', 'Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements', 'Develop requirements specification document using UML Technology', 'Ensuring that the documentation of the requirements is in a layout and format that can be easily shared with and understood by stakeholders', 'Uncover the underlying business issues that need to be addressed and discover any information related to the project', 'Making sure that the requirements map to the business need being addressed, they are approved by all the appropriate stakeholders and that they meet with relevant quality standards', 'Possess a fundamental understanding of end-to-end customer experience integration and dependencies', 'Accountable for a created product(s), delivering in the product model and communicating the product needs with business partners', 'Collaborate with stakeholders during the visioning and concept development of a product', 'Assess value, develop cases, and prioritize stories, epics, and themes to ensure work focuses on those with a maximum value that is aligned with product strategy', 'Ensures integrity of the project', 'Develop, recommend and monitor corrective and preventive actions', 'Work with the technical team to develop business and technical requirements', 'Collaborate with the solution architect to refine the business design along technical constraints', 'Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle']","['years of experience in agile environment', 'years of experience in ERP/HIMS is a plus', 'Solid experience project management tools', 'Ability to understand and write technical documentation including scope of work', 'Maintains and retains project data and materials as required', 'Ability to transform business requirements to technical requirements after business analysis', 'Ability to achieve a results-driven structure', 'Ability to create flowcharts and uses cases', 'Critical thinking, committed and innovative', 'Sponsor innovation in the teamwork', 'Familiar with big data analysis is a plus', 'Project management is a plus', 'Familiar with security policies and procedures is a plus', 'Knowledge of systems UX and R&D']"
58,Plastic Quality Manager / Plastic Injection Factory,El Teriak Industrial Group,"th of October, Giza", Egypt,['Full Time'],Manager,"['Plastics manufacturing background is a MUST', 'Understanding customer expectations of and needs from a product', 'Developing quality control processes', 'Designing product specifications', 'Ensuring products are designed with adherence to legal and safety standards. Supervising staff and monitoring production standards', 'Examining the quality of raw materials that are used in production', 'Monitoring and evaluating internal production processes', 'Evaluating final output of products to determine their quality', 'Rejecting products that fail quality standards', 'Engaging with customers and gathering product feedback', 'Producing statistical reports on quality standards', 'Reporting to upper management on quality standard issues', 'Evaluating product recalls', 'Improving production efficiency and managing waste']","['Plastics manufacturing background is a MUST', 'Not less than 15 years experience in the manufacturing field', 'Knowing about plastic materials and quality standards', 'Excellent knowledge and experience in reading data sheets of plastic material', 'Experience using the types of injection templates', 'Experience in using (German – Italy - Chinese) machines that make plastic productions', 'Experience in Injection production cycle', 'Proven experience as quality manager', 'Knowledge of Total Quality Management tools', 'Conscientious and responsible', 'A keen eye for detail and a results-driven approach', 'Outstanding communication skills', 'Excellent organizational and leadership skills', 'Proficient in MS Office', 'In depth understanding of quality control procedures and relevant legal standards', 'Excellent math abilities and working knowledge of data analysis/statistical method']"
59,Quality Assurance Specialist - ISO,Confidential,"th of October, Giza", Egypt,['Part Time'],Entry Level,"['Focal point with IMC for Iso 9001 preparations', 'Following up and taking corrective actions to ensure proper exaction of the project \xa0(Iso', 'Reporting progress to management', 'review the implementation and efficiency of quality and inspection systems', 'develop, recommend \xa0preventive actions', 'Create reports documenting errors and issues for fixing']","[""Bachelor's degree (Architecture - Applied Art"", 'Good Presentation skills', 'Data collection, management and analysis', 'Problem analysis and problem solving', 'ISO Certificate', 'Attention to detail']"
60,Forecasting Specialist,Kimal Medical Technologies,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Working closely with Sales, Marketing and Product Managers to obtain and ensure that current and accurate information is used for demand forecasts for distributed product, providing supply chain with the appropriate information to plan how to meet that customer demand', 'Review historical sales trends, research demand drivers, prepare forecast data, develop statistical forecast models, and evaluate forecast results', 'Coordinate and lead regular cross-team communications to reconcile significant variances and refine the forecast model to reflect updated sales and marketing assumptions, aligned to sales budget numbers', 'Provide input to the inventory buyers in developing inventory strategies on existing items, new products, and product phase-outs', 'With the buyers, develop and implement planning\xa0tools that will allow the business to significantly decrease its stockholding while always meeting\xa0set performance standards', 'Develop robust lifecycle stock review from NPI to OSMI stock, aiming to reduce scrap requirement; report monthly to Product Managers, Materials Manager (and Directors as appropriate']","['Bachelor’s degree. (MBA is a plus', 'Computer Literacy (Advanced level', 'Demonstrable experience in a similar role, including MRP systems within a focused, sales-driven manufacturing environment', 'Experience of forecast and software implementation', 'Management of high SKU count portfolio', 'Experience handling and converting large volumes of data into KPIs with narrative']"
61,Senior Data Analyst,Confidential,"Heliopolis, Cairo", Egypt,['Full Time'],Experienced,"['Track, collect, and interpret data, then analyze results using statistical techniques', ""Conduct training to new users of the company's new CRM users"", 'Identify, analyze and interpret trends or patterns in complex data set', 'Provide insights and make recommendations based on data analysis', 'Prepare and deliver an insights-based Weekly, Monthly, Quarterly & Annually Social Media Business Review & Report with data from Social Media Analytics dashboards, Microsoft Power BI , Google Analytics and similar platforms to present actionable insights in a visually appealing format', ""Aggregate data collected from Clients' social accounts with the goal of identifying trends and insights"", 'Apply Data Cleaning Techniques for historical data', 'Interpret data & analyze results to provide ongoing reports and dashboards on Oracle CRM and Microsoft Power BI', 'Translate their findings of trends, wrong data entries… into easy-to-understand reports, dashboards & presentations for management to get a clear picture of the department’s operations and ways to improve them', 'Analyze the historical data to forecast and create staffing scenarios for inbound and outbound business functions']","['years in a data analyst role at least', 'Expert-level proficiency with Excel and PowerPoint. Experience with Social Media Dashboards, Google Analytics, and Data Visualization tools', 'Ability to collaborate effectively and work as part of a team', 'Strong attention to detail', 'Solid understanding of core social channels; LinkedIn, Facebook, Twitter, Instagram, YouTube, along with their corresponding data sets and common KPIs', 'Ability to analyze complex data sets and effectively communicate actionable insights to support goals and objectives', 'Collaborative in nature with a passion for developing relationships', 'Strong project management skills with the ability to prioritize multiple requests in a fast-paced environment', 'Bachelor’s Degree in Business Administration or Business Informatics is a plus']"
62,Treasury Section Head,Confidential,Gharbia, Egypt,['Full Time'],Senior Management,"['Responsible for handling cash settlements and balance of all transactions', 'Review and audit the bank transactions and follow up on the balance sheet accounts and income statement', 'Control and responsibility for all \xa0records of transactions on a daily basis', 'Reconcile POS and control the integration between GP and CRM', 'Settle all bank accounts in order to ensure that all bank transactions are accurate and consistent with the actual transactions as recorded in the ledger', 'Maintain accurate and relevant financial records of all transactions in the Treasury', 'Update cash flow reports on Daily basis', ""Monitoring and managing the organization's bank relationships and liquidity management""]","['Bachelor Degree in Commerce', 'Leadership and negotiation skills', 'Data Analysis skills', 'Advanced analytical, organization, and interpersonal skills', 'Experience From 10-12 years']"
63,Executive Assistant/Sales Analyst,Rashideen Egypt for Trade,"Basatin, Cairo", Egypt,['Full Time'],Experienced,"['Assume the role as the primary point of contact between the executives and the allocations', 'Handle requests, feedback, and queries quickly and professionally', 'Arrange executive travel, hotel, and dining arrangements as needed', 'Take dictation and meeting minutes, accurately enter notes, and distribute', 'Monitor office supply levels; reorder when appropriate', 'Produce professional-quality reports, presentations, and briefs', 'Develop and carry out an efficient documentation and filing system for both paper and electronic records', 'Delegate tasks as appropriate to other members of the team']","['Minimum 2 years’ experience as an Executive Administrative Assistant, Assistant, or in other secretarial position', 'Knowledge of office management systems and procedures', 'Driving License', 'Proficiency in English', 'Exemplary planning and time management skills', 'Very Good Command in using MS Office', 'Ability to multitask and prioritize daily workload', 'Good level verbal and written communications skills']"
64,Sales Analyst,Confidential,"Mohandessin, Giza", Egypt,['Full Time'],Experienced,"['Issuing monthly and annual sales reports', 'Analyze data and provide all required reports on sales, customers and history in the form of presentations and analytical data', 'Analyzing sales indicators and collections according to the data received from the periodic reports of sales operations']","['Strong research and data analysis skills', 'Proficiency in Microsoft office', 'Strong communication and presentation skills', 'Years of experience from']"
65,Cost Accountant,Confidential,"Downtown, Cairo", Egypt,['Full Time'],Experienced,"['Collecting and analyzing data about a company’s operational costs', 'Setting standard costs of manufactured goods', 'Developing and analyzing cost standards', 'Carrying out cost-volume-profit (CVP) analysis, including for small businesses', 'Establishing costs of business processes such as administration, labor, shipping, etc', 'Performing account reconciliations', 'Preparing audit reports and presenting their findings to management', 'Managing the company’s balance sheet and accounting books']","['MALE', ""Bachelor's at Accounting"", 'very good English spoken and written', 'Minimum 5 Years Experience throughout different sectors (F&B, industrials and services', 'Proficiency in Excel and any program needed for data analysis', 'familiar with ERP systems and its implementation', 'Ability to manage a team', 'deadline oriented']"
66,Digital Marketing Manager,Affsquare,"Sheraton, Cairo", Egypt,['Full Time'],Manager,"['Planning, implementing, and supervising social media, SEO, PPC, link-building, content marketing, and e-mail marketing strategies and campaigns', 'Design, build and maintain our social media presence', 'Leading and managing SEO/SEM, marketing database, email, social media, and/or display advertising campaigns', 'Measure and report performance of all digital marketing campaigns, and assess against goals (ROI and KPIs', 'Identify trends and insights, and optimize spend and performance based on the insights', 'Brainstorm new and creative growth strategies', 'Plan, execute, and measure experiments and conversion tests', 'Instrument conversion points and optimizes user funnels', 'Mastering lead generation and sales conversion', 'Set digital marketing strategies using all necessary tools (e.g. website, emails, social media, and blogs', 'Craft landing pages and lead-gen forms for our content to distribute through relevant paid programs', 'Collaborate with copywriter and design team to propose and develop engaging online content including videos, graphics, and blogs', 'Work with the web development team to optimize copy for search engine optimization', 'Perform ongoing keyword discovery, expansion, and optimization', 'Identifies the right influencers to partner with based on campaign goals', 'Enhancing brand awareness within the digital space as well as driving website traffic and acquiring leads/customers', 'Pre-campaign analysis and research on audience size, affinity audiences, available advertising tactics, and recommendations for best deployment of available funds', 'Devise B2C (business to consumer) or B2B (business to business) integrated marketing campaigns with the aim of acquiring and retaining customers', 'Support the sales team to develop powerful digital strategies for pitching', 'Develop lead generation strategies to effectively incubate, qualify, and convert leads', 'Know how to make a sales funnel and automation of it', 'Manage, create an educational plan & train the rest of the team']","['Proven work experience as a Digital marketing strategist or Performance marketing manager', 'Experience in optimizing landing pages and user funnels', 'Experience in Real-estate or E-commerce Market is a must', 'Strong analytical skills and data-driven thinking', 'Mastering lead generation and sales conversion', 'Proven ability to translate performance data into actionable insights using quantitative analysis', 'Analytical and data-driven mindset', 'Able to synthesize information and turn insights into actions', 'Strong understanding of audience development in all stages of the marketing funnel pertaining to the sale of physical products', 'Strong ability to multitask and prioritize job-related responsibilities in a fast-paced and dynamic work environment', 'Communication, Leadership, People Management, Detail-Oriented, Budgeting, Organized, Creative, Multi-Tasking']"
67,Financial Manager,Altayar recruitment,"th of Ramadan City, Cairo", Egypt,['Full Time'],Manager,"['Monitor the day-to-day financial operations within the company (payroll, invoicing, and other transactions', 'Prepare monthly and quarterly management reporting', 'Participate in strategic data analysis, research, and modeling for senior company leadership', 'Support project analysis, validation of plans, and ad-hoc requests', ""Manage the company's financial accounting, monitoring, and reporting systems"", 'Ensure compliance with accounting policies and regulatory requirements']","[""Bachelor's degree in Finance or Accounting; CPA a plus"", 'years of experience in accounting and/or financial analysis', 'Ability to synthesize large quantities of complex data into actionable information', 'Ability to work and effectively communicate with senior-level business partners', 'Excellent business judgment, analytical, and decision-making skills', 'Knowledge of financial reporting and data mining tools such as SQL, Access, etc', 'Strong demonstrated use of Excel, Word, and PowerPoint']"
68,Collector-Collection Specialist,InfoFort Egypt S.A.E,Giza, Egypt,['Full Time'],Entry Level,"['The Collector / Collections Specialist\xa0is a key member of the A2C team and\xa0 strongly oriented Cash Collection/Collection process enhancement and continuous improvement.The main focus of this role is to drive a cash mindset with a sense of urgency with customers', 'Submit the physical invoices monthly to customers and follow up to payment', 'Visit customers to collect payment and depoist it on our banks', 'Contact customers, via phone and e-mail, regarding their open invoices and billing disputes', 'Ability to identify issues causing delay in payment', 'Achieve set collection plans by completing customers’ visits', 'Independently manage a portfolio of accounts on a month over month basis to minimize the overall delinquency rate to achieve target results set by Management', 'Clearly communicating analysis and recommendations to leadership', 'Maintain working partnership with District, Area, Division and Corporate teams', 'When necessary escalate collection issues to Manager', 'Knowledge and adherence to Iron Mountain policy and procedures – department and company standards', 'Perform Collections Department projects as directed by management', 'Challenge yourself to raise the bar for excellence in collections and billing', 'Collaborate cross-functional (Billing Team, Sales, Operations, Finance) to drive the eradication of the root causes of the most frequently occurring customer issues or disputes, ensuring that action plans are documented and executed on time', 'Providing guidance and advice on how to resolve major customer payment issues, e.g. reviewing accounts with significant aged backlogs of unpaid invoices, unresolved disputes and unallocated cash', 'Managing the implementation and ongoing execution of leading practice cash collection processes including proactive telephone collection, variable automated dunning letter cycles, etc. This will include reviewing results on a monthly basis and making adjustments as and when required']","['Experience in communicating with customers and solving problems that expedite the payment process', 'Strong attention to detail, rigorous', 'Ability to communicate key messages, both verbal and written, clearly across a diverse range of contacts', 'Drive for Results', 'Strong Excel', 'Good level of English, both oral and written', 'Experience in a billing or accounting department is desirable', 'understanding of the components that can drive improvement results in cash collection metrics to a targeted level', 'Ability to manage activities and tasks to successfully closure, lead and work collaboratively in a matrixed environment with a large number of stakeholders to deliver end to end continuous process improvement', 'Track record of successfully meeting cash collections', 'Strong analysis, problem solving, proactive root cause analysis, customer interfacing and conflict resolution skills', 'Ability to assess risk with A2C processes and to implement appropriate controls to mitigate risk', 'Driving cash collection to meet targets for A2C as well as embedding', 'Min 1or 2 years relevant functional experience in collections environment', 'Outstanding analytical capability with attention to detail', 'Advanced user of MS Excel/ Google Sheet (including pivot tables and data manipulation', 'Very good knowledge of Cash collection and Billing rules', 'Experience working in a multinational environment in a matrix management structure', 'Experience with enterprise customers, resolving key account issues and assigning actions for closure', 'Thrive as a team player in a fast paced environment', 'Excellent communication skills – both verbally and written', 'Strong typing skills']"
69,Financial Planning And Analysis Supervisor,Corona,"th of October, Giza", Egypt,['Full Time'],Experienced,"['Lead the financial and operational assessment of strategic options to maximize the shareholders benefits', 'Review and Audit the annual business plan and periodic forecasts including revenue, manufacturing costs, operating expenses and cash flow by developing the planning model in order be updated regarding the financial position when required', 'Analyses companywide financial results & assist in preparing the monthly financial reports by developing the planning model to adhere with the company reporting dateline', 'update the financial planning model to provide the top management with the necessary information on the right time & support the business strategy development and execution', 'Support Annual Plan/ Forecast development by overseeing the actual vs. budget monthly report to maintain the original budget and recommend whatever actions needed', 'Develop economics to understand core business performance (Brand/Package/Channel trends) to facilitate the development of an effective business strategy', 'Provide analytical support to the company by using the standard financial ratios in order to help in the diagnosis and resolution of key issues', 'Provide on-going planning support to the Pricing and Marketing activities (Promotions/New Brand/Package Launches) by develop and implement a Quarterly Financial Operating Review to support the company modelling of alternative scenarios and perform sensitivity analysis', 'Deliver value added cross-functional planning support( e.g. cost to serve Economics, channel profitability, etc', 'Perform any other assigned tasks as required by the direct manager within the same level of responsibility']","['Bachelor Degree in Accounting', 'Good English Language (Spoken & Written', 'Excellent user of MS office', 'Extensive analytical skills', 'Knowledge of accounting systems, which includes system processes and data flow']"
70,Customer Insights Specialist,Qoyod,Cairo, Egypt,['Full Time'],Experienced,"['Design business analysis and data recording systems for use throughout the company', 'Maintain databases and perform updates as necessary to ensure accuracy', 'Regularly examine data reports to locate and resolve mistakes throughout', 'Accurately analyze and collect data for various types of business reports', 'Create business reports that provide insight into key data points', 'Communicate the results of data analysis in written and verbal form to managers', 'Support various departments, including marketing and sales, in reaching their goals through analysis', 'Monitor data to identify changes in financial and business trends']","['Minimum of 2 years of experience as a business analyst (preferable in F&B/FMCG/Banking/Retail sectors', 'BSc Degree from a reputable College/Academy in related fields', 'Experience in various data analysis programs', 'Analytical skills that allow for the development of data-driven reports', 'Demonstrated ability to manage time and prioritize projects to meet deadlines', 'Ability to use SQL and Microsoft Excel to create pivot tables, graphs and charts', 'Strong written and verbal communication skills to effectively relate data to Management & coworkers', 'Excellent critical thinking skills to help solve business problems and make decisions', 'Tendency to pay close attention to small details that could impact results', 'General knowledge of business operations, objectives, strategies, process and information flow']"
71,Senior Accountant,Confidential,Cairo, Egypt,['Full Time'],Experienced,"['Establishing internal controls and guidelines for accounting transactions and budget preparation', 'Managing the preparation of business activity reports, financial forecasts, and annual budgets', 'Creating and managing sales analysis reports', 'Managing the production of periodic financial reports and statements; ensuring that the reported results', 'Comply with generally accepted accounting principles or financial reporting standards with accurate results', 'Responsible for tax planning throughout the fiscal year; files annual corporate tax return, to ensure all the taxes types on time with the deadline', 'Auditing accounts to ensure compliance with state and government regulations; working with outside auditors and providing needed information for the monthly, and annual external audits to ensure correct and timely closing reports', 'Presenting recommendations to management on short- and long-term financial objectives and policies to avoid possible fraud and errors', 'Controlling treasury transactions, document filling, accounting policy, and cycles', 'Providing financial analysis with an emphasis on capital investments, pricing decisions, and contract negotiations', 'Ensuring compliance with local, state, and government requirements', 'Performing other related duties as needed or assigned', 'Developing staff by managing performance, setting goals, providing ongoing training, and maintaining strong employee relationships', ""Managing and overseeing the bank's deals and transactions"", 'Managing the capital, cost, revenue, profit, and the cash flow of the company with full analysis reports evolving the cash position']","['Bachelor’s degree in commerce', 'years of experience in the FMCG or Export Industry', 'Excellent English Language is a must', 'Excellent user of MS office', 'Strong knowledge of Egypt Accounting Standards and IFRS', 'Superior data management and data analysis skills', 'Experience in working with accounting software ERP systems', 'Strong time management and organizational skills', 'Detail-oriented with accuracy & Commitment']"
72,Market Researcher,Confidential,Cairo, Egypt,['Full Time'],Entry Level,"['Preparing Market research, analysis and feasibility studies', 'Analyze financial information to forecast business, industry and economic conditions for use in making investment decisions', 'The market researcher will join an introductory meeting with the client to clearly obtain all needed data to start formulating the general guidelines for preparing the feasibility study', 'Research, compile, and analyze information on products and market conditions to identify potential new markets, sales opportunities, and the most effective methods of marketing specified products']","['Experience in Market research, market analysis', 'Honesty, punctuality, professionality, and loyalty to our company’s work is a must', 'Candidate to have access for marketing data and analysis', 'Candidate can easily conduct or use a team for making focus groups on ground field studies for any industry needed', 'Candidate must be innovative to find marketing solutions and tailor services as per clients’ needs and financial capabilities', 'Excellent user to Microsoft office especially power point to prepare the needed presentations', 'Candidate with experience in giving marketing consultancies to clients is a plus', 'Fluency in English is a plus', 'Having Good appearance and presentation skills is a plus, to conduct presentation or give courses to clients upon their request']"
73,Chief Accountant,Wham Clinics,"Sidi Bishr, Alexandria", Egypt,['Full Time'],Manager,"['Ensuring the integrity, accuracy, and timelines of all financial records, ensuring all income and liabilities are accurately recorded, reconciled and reviewed']","[""Bachelor's degree in Finance, Commerce, or any relevant degree"", 'CMA or CFA holder preferable', 'MPA holder preferable']"
74,Financial Manager (Real Estate,GV Investment Group,"New Cairo, Cairo", Egypt,['Full Time'],Manager,[],"['Have Experience not less than 10 years 3 years real estate is MUST', 'Will Known ODOO system', 'Compiling, coding, categorizing, calculating, tabulating, auditing, or verifying information or data', 'Analyzing information and evaluating results to choose the best solution and solve problems', 'Identifying the developmental needs of others and coaching, mentoring, or otherwise helping others to improve their knowledge or skills']"
75,Senior Business Analyst,Easy Cash,"Heliopolis, Cairo", Egypt,['Full Time'],Experienced,"['Demonstrate up-to-date expertise in Information Systems and apply this to the development, execution, and improvement of action plans by providing advice and guidance to others in the application of information and best practices', 'Support and align efforts to meet customer and business needs', 'Manage customer relationships and expectations by developing a communication process to keep others up to date on project results', 'Lead or participate in multiple projects by completing and updating project documentation; managing project scope; adjusting schedules when necessary; determining daily priorities; ensuring efficient and on-time delivery of project tasks and milestones; following proper escalation paths; and managing customer and supplier relationships', 'Provide leadership to team members and peers by collaborating with others; articulating ideas and viewpoints to senior management, peers, and others; identifying and initiating projects; managing resources; driving the resolution of issues; and holding self and team accountable for results', 'Identify, create, and facilitate process design changes by conducting business and systems process analysis and design at a complex level; focusing on quality improvement and data management; ensuring data is reliable and valid; developing process improvements or re-engineering and recommending elimination; integrating new systems and processes with existing ones; and partnering with internal and external customers to ensure systems provided meet the long-term business strategies', 'Provide and support the implementation of business solutions by building relationships and partnerships with key stakeholders; identifying business needs; determining and carrying out necessary processes and practices; monitoring progress and results; recognizing and capitalizing on improvement opportunities; and adapting to competing demands, organizational changes, and new responsibilities', 'Provide project level analysis – producing required project analysis documentation (business requirements, scope matrix, use cases, sequence diagrams, future state proposals, UAT plan', 'Collaborate closely with developers to implement the requirements, provide necessary guidance to testers during QA process', 'Identify improvement opportunities (proactive and reactive', 'Ability to analyze and synthesize business requirements, including recognizing patterns and conceptualizing processes', 'Understand and negotiate needs and expectations of multiple stakeholders', 'Serve as a liaison between Operations and IT to assist or gather business requirements needed for system modifications, enhancement, and implementations', 'Preparing SIT, UAT, production environment', 'Plan Technical testing of production (HA/DR testing, performance testing and review), Regression testing of UAT', 'Solicit customer feedback, report software bugs, and pass these on back to engineering for subsequent build / release cycles, as the product stabilizes, and then matures', 'Collaborate with Quality Assurance (QA), developers/ engineers and architects to align solutions, identify dependencies, and ensure functional results']","[""Bachelor's Degree and at least 3-5 years of experience in technical Business Analysis"", 'Experience preparing and/or executing business and technical requirements and specifications', 'Highly proficient technical writing capabilities', 'Advanced level computer experience, including skills in Microsoft Word, Excel, PowerPoint, Project, and Visio, is necessary', 'This position requires excellent communication, organizational, customer service and problem-solving skills', 'Ability to work independently and in a team is vital', 'Proven ability to work efficiently and accurately under pressure, meet deadlines and present a professional demeanor is essential', 'Proven ability to respond to different organizational situations while maintaining a positive and friendly attitude is necessary', 'Maintaining confidentiality, treating others with respect and upholding Company values are key attributes', 'In addition, organizational and problem-solving skills, a can-do attitude, and the ability to adjust to changing requirements are essential', 'Proficient in English (verbal and written']"
