,Job Title,Company Name ,Location,Country,Employment Type,Experience Needed,Description,Requirments
338,Accounts Receivable Manager - Real Estate,Confidential,"New Cairo, Cairo", Egypt,['Full Time'],Manager,"['Generating invoices and account statements', 'Implementing debt collection policies and regulations of the company', 'Implementing deadlines for invoicing and payment collection', 'Manage collection efforts company-wide for receivables', 'Assisting in general financial management and analysis', 'Regular communication with internal and external sources for collecting resource allocation', 'Set objectives for the accounts receivable team that align with the accounting department’s goals', 'Monitor processing of invoices', 'Ensure timely collection of payments', 'Conduct credit checks on new and potential customers', 'Negotiate with clients in non-payment cases', 'Prepare monthly, quarterly, annual and ad-hoc forecasting reports', 'Organize records of invoices, bills and deposits', 'Ensure high-quality invoicing and collection procedures that comply with the law']","['Bachelor’s degree in English Accounting', 'Real Estate experience is a MUST', 'Age max is', 'years of experience in Receivable Field', 'Excellent skills dealing with Microsoft office', 'Fluent in English language', 'Excellent skills dealing with MS Office', 'Deep experience in receivable and cash collection', 'Excellent organizational skills and attention to details', 'Team leading management and negotiation skills', 'Ability to accurately process numerical data', 'Hands-on experience with accounting software']"
339,Tax Accountant,Zamil Steel Buildings Co,"th of October, Giza", Egypt,['Full Time'],Experienced,"['Participate in all financial, tax, legal plans, and strategies', 'Participate in the implementation of quarterly and annual management objectives effectively', 'Prepare budgets, checks, and tax returns for all types of taxes', 'Conducting tax checks and internal committees', 'Preparation of tax analyzes']","['Bachelor Degree in Finance, Accounting', 'Experience of not less than 2 years in the field of auditing', 'Proficient in Word, Excel, PowerPoint and Outlook', 'Full knowledge and experience of all types of Taxes', 'Preparing (monthly\xa0& quarterly) tax data for submitting monthly & Quarterly tax returns', 'Preparing\xa0Monthly tax statements', 'Preparing annual tax reconciliation reports', 'Preparing for the tax examination', 'Follow up on tax correspondence', 'Insure payments of all kinds of taxes in the deadlines and as per its legal forms to avoid any penalties or fines', 'Follow-up latest updates of tax laws and regulations and ensure effective implementation', 'Continuously update local tax policies and highlight potential risks or issues from tax perspective']"
340,Senior Professional Services,FlairsTech,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['A Senior Professional Services is needed to focus on an internal best-of-breed Portfolio Management software. The product line offers out-of-the-box and custom integrations with other facets of the client’s IT ecosystem, including upstream elements such as CRM or Human Capital Management (HCM) systems; downstream systems such as Accounting and ERP systems']","[""Bachelor's degree in Computer Science, Software/Systems/Telecom Engineering or equivalent"", 'years of professional experience in the IT domain, with at least 2 years of technical expertise', 'years in Business Systems Analysis, Consulting, or any customer-facing role', 'years of experience in software development and architecture', 'Understanding of project management methodologies (Agile, PMI, Lean, etc', 'Ability to quickly understand customers’ complex processes and needs, and assist them in defining clear goals, to ensure a successful implementation', 'Experience with data analysis and reporting services', 'Broad knowledge of business technology solutions and a desire to learn new technologies', 'Excellent verbal, presentation, and written communication skills', 'Effective communication across all levels of an organization, particularly executive stakeholders', 'Ability to manage difficult audiences and complex client relationships', 'Firm sense of accountability and ownership of work', 'Superior personal organization and time management skills', 'Customer-centric and energetic person', 'Critical thinker, generally curious. a true problem solver', 'Passionate about learning and improving every day, and motivated to excel', 'Self-starter with strong ownership skills, willing to go above and beyond the job description', 'Ability to transform abstract business needs into discrete actionable tasks', 'High-ownership, methodical and thorough approach to problem-solving', 'Leadership and autonomy to your immediate team and organization', 'Experience with Portfolio Management, Project Management, and/or Professional Service Automation software', 'Familiarity with Accounting, CRM, ERP, and/or HCM systems', 'Experience with Jira, Confluence, and Zendesk Usage', 'Experience with SQL', 'Experience with ETL', 'Experience with Scripting (Bash, Python, PowerShell, etc', 'Experience with Data Visualization Solutions (Splunk, ELK, etc', 'Experience with MS Excel']"
341,Marketing Director,Confidential,"th of October, Giza", Egypt,['Full Time'],Senior Management,"['Overseeing marketing department', 'Evaluating and developing our marketing strategy and marketing plan', 'Planning, directing, and coordinating marketing efforts', 'Communicating the marketing plan', 'Researching demand for our products', 'Continually review changes to the market, consumer trends and the activities of competitors, adjusting the marketing plan if necessary', 'Working with sales department to develop pricing strategies to maximize profits and market share', 'Identifying potential customers & markets', 'Develop a brand strategy', 'Set and administer an annual marketing budget', 'Report on the effectiveness of marketing campaigns using pre-determined KPIs', 'Utilize data for marketing campaigns, interrogating the organization’s databases and external data', 'Identify new business opportunities', 'Understanding and developing budgets and finance, including expenditures, research and development appropriations, return-on-investment and profit-loss projections', 'Building brand awareness and positioning', 'Coordinating marketing projects from start to finish', 'Organizing company conferences, trade shows, and major events', 'Overseeing social media marketing strategy and content marketing']","['Strong project management and people management:\xa0You will oversee the marketing department and guide its day-to-day operations, so you’ll be recruiting, supervising, and mentoring members of the marketing team', 'Leadership and influencing:\xa0The role of a marketing director is a creative one, so it’s crucial that you present yourself as a good communicator. You will often report directly to the chief executive and portray your vision and ideas to the executive team. You will also be leading and directing the work of others. Being a marketing director also involves constant networking and representing your organization to outsiders', 'Data analysis:\xa0The role calls for continual analysis of market trends and the positioning of competitors. This analysis provides the foundation for marketing strategies. Much of this analysis is done by drilling down into data around customer behavior and experiences, so you need to be up to speed on these techniques']"
342,Testing Supervisor,Etisal EG,"th of October, Giza", Egypt,['Full Time'],Experienced,"['Responsible for any testing and analysis work related to the SMT technical engineer production in result to ensure the achievement of the production plan', 'Deeply Analyzing all the related details for the motherboard testing processes and the', 'Production’s detailed analytic researches', 'Tracking any new project’s trail production phase and also following up on the mass production problems, then feedback the results and summarize the problem (Points of development or defect rate analysis) and send it to the R&D (customer', 'Responsible for reducing the cost, enhancing the efficiency, promoting the improvements of any major issues related to the production and also continuously upgrading the quality of the products all of this is through a systematic research and analysis programs', 'Import the initial data from our customer, and the converted R&D data into production data (Required file format) and control its review', 'Responsible for the setup and the testing of all the work related to the system platforms also the machines and its environmental maintenance', 'Responsible for prompting and testing the accuracy of the log for the current operating state based on the windows software', 'Responsible for analyzing any data related to the testing, evaluating the risk points in the existing test program and improving the gaps', 'Responsible for carrying out the testing plan review for any new product, also Import, debug and acceptance to ensure the validity and reliability of the test system', 'Responsible for assisting the production department team and establishing the technical training program for them', 'Responsible for promoting the production quality, Production-to-shipment efficiency and delivery capacity, also maintaining On-site production management, 7S management, safety management']",[]
343,Finance Manager,Confidential,"Giza, Giza", Egypt,['Full Time'],Manager,"['The Finance manager will be responsible for supervising and managing the accounting department and all areas of financial reporting. He will also be responsible for helping audit and ledger preparation, and supporting managers across teams with financial procedures', 'Someone to develop and maintain accounting principles, best practices, and systems for collecting, analyzing and reporting information', 'Must have a strong understanding of Generally Accepted Accounting Principles (GAAP', 'Finance manager will advise on budgets, financial strategy, financial reporting, and forecasting']","[""Bachelor's degree in Accounting or Business/Commerce with Major in Accounting"", 'years of total experience', 'experience in Facility or construction is must', 'Males only', 'Excellent knowledge of financial reporting standards', 'Ability to create financial system & accounting structures from scratch', 'Forecasting–Short & Long Term', 'Able to Build, manage, guide and lead team to ensure appropriate financial processes are used', 'Strong interpersonal, communication and presentation skills']"
344,Senior Products Manager,almentor,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['Use data to inform decisions around user growth and monetization', 'Track funnel metrics to improve product performance', 'Extract information and data sets to improve the product', 'Determine roadmaps for products in the creation phase', 'Schedule and lead meetings to identify issues and fixes for products', 'Conduct research to identify customer needs and market gaps', 'Define business analysis requirements and produce a product requirements document (PRD', 'Collect and analyze feedback from customers, stakeholders, and other teams to shape requirements, features and end products', 'Suggest product enhancements to improve user experience', 'Define reporting and alerting requirements', 'Facilitate meetings and workshops that drive collaboration, prioritization, and improve impact, ensuring that good decisions get made', 'Prioritize the implementation of new features and set specific timelines', 'Coordinate with the engineering department to deliver functional solutions', 'Provide backlog management and iteration planning', 'Perform quality assurance controls on products to ensure releases are launched correctly and on schedule', 'Liaise with growth team to ensure proper advertisement and positioning of new products or features', 'Monitor and measure launch features and feed insights back into the product development process', 'Communicate key insights and findings to products director', 'Work with products team to create product plans and roadmaps', 'Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer', 'Keep track of industry trends']","['BSc in Computer Science, Computer Engineering or similar field', 'years of work experience as a Product Manager or as Business Analyst', 'Proven track record of managing all aspects of a successful product throughout its lifecycle', 'Proven analytical skills and metrics driven decision making', 'Proven experience in eliciting requirements and user acceptance testing', 'Comfortable working with SQL or spreadsheets to analyze data as well as', 'Ability to creatively craft solutions through data and a customer-centric approach', 'Having a good sense of UI/UX and design skills', 'Experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools', 'Knowledge of project management tools, like Jira or Trello', 'Familiarity with market research, consumers’ behavior and marketing techniques', 'Good communication skills along with the ability to effectively collaborate with cross functional teams', 'Strong time management skills', 'Problem-solving aptitude', 'Creative thinking skills']"
345,E-Commerce Manager,Nile Projects & Trading,Giza, Egypt,['Full Time'],Manager,[],"['Manage all online activity in relation to traffic acquisition, sales, conversion and a/b testing and reporting', 'Develop and implement ecommerce strategy in order to improve website performance', 'Work with developers to improve website speed', 'Work with the marketing team or manage digital marketers in order to improve quality and traffic acquisition', 'Re-Platforming website to new CMS, making website mobile capable', 'Research market in order to discover new trends and technologies in order to improve website performance', 'Analyze various data in order to deliver data driven strategies in order to deliver top performance and achieve kpis', 'Oversee or directly manage digital marketing channels across PPC, SEO, Display, affiliates and email marketing and social media', 'Develop content calendar and oversee website uploads and landing pages development', 'Report on performance']"
346,"SOIP Administrator ""Demand Planner",Confidential,"Sheraton, Cairo", Egypt,['Full Time'],Experienced,"['Generate the sales forecast from CRM, actual orders and statistical forecast', 'Liaise with the Sales team to establish the sales forecast', 'Check for correctness of data', 'Communicate the forecast to Egypt supply chain', 'Liaise with the finance team for the valuation of the forecast', 'Create purchase orders for external vendors and communicating delivery schedules', 'Manage supply issues with the vendors and sales', 'Analyze and report forecast errors and root causes', 'Follow up on agreed supply chain special delivery schedules', 'Communicate and participate in demand meetings via conference calls', 'Responsible of correctness of demand on SAP master data', 'Estimate and report to sales management month closing based on actual orders status', 'Coordinate with various teams on the delivery estimations of various project orders/ capacity issues/overdue items..etc', 'Estimate and reports to sales management month closing based on actual orders status', 'Create purchase orders to external vendors for customers direct shipment orders', 'Communicates with the external Vendor for deliveries', 'Manage supply issues with the vendors and sales', 'Additional duties will be assigned']","['Bachelor degree in Engineering/Business Administration or a relevant field', 'years of Forecasting and business analysis/supply chain/manufacturing/Demand Planning Experience', 'SAP user is a must', 'Supply Chain Diploma will be an asset', 'Excellent written and verbal communication skills in both English and Arabic languages', 'Advanced PC skills (Microsoft Office: Word, Excel, and Power Point', 'Excellent planning, organizing and communication skills', 'Possess creative problem-solving and analytical skills', 'Gender - Males']"
347,Internal Auditor,Confidential,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Manage the development of the annual Internal Audit Plan and Audit Programs to provide reasonable assurance to the Audit Committee with respect to internal controls, compliance with policies and procedures, reliability and integrity of financial information', 'Develop and implement operational auditing programs that are responsible for reviewing and determining the extent to which the company’s policies and procedures are followed', 'Investigate and recommend action to be taken when there are weaknesses in internal controls, compliance with policies and procedures and accuracy of financial information', 'Report the findings and conclusion of the audit programs to the Audit Committee and the Chairman', 'Check supplier invoices and perform invoice matching and reconciling with delivery notes against invoices and purchase order, and check receipts from customers and audit that matching and remittance took place through analyzing billing and receivables data']","['Bachelor’s degree in Accounting, Finance or equivalent', 'With a minimum of + 8 years of related experience in construction & Contracting Company', 'A professional certificate is preferable (i.e., CIA, CPA, or CA', 'Knowledge of the principles and practices of internal audit']"
348,Mechanical Engineer,RITEC,"Maadi, Cairo", Egypt,['Full Time'],Entry Level,"['This is an entry level mechanical engineer job for people desiring to work in the condition monitoring field', 'RITEC shall provide training and international certification to Category II for committed people', 'Successful candidates have an opportunity to travel overseas to support our expanding contracts', 'Long term commitment is required']","['Bachelor degree in Mechanical Engineering', 'Fresh graduate', 'Ability to learn and work hard', 'Computer professional, and good English language', 'Driving license']"
349,Billing & Claims Accountant - Intern,Grinta,Cairo, Egypt,['Internship'],Entry Level,"['Inpatient accounting', 'Outpatient accounting', 'Approval cycle', 'Discounts process', 'Claim revision']","['Bachelor of commerce or business administration - Fresh graduate', 'Strong analytical skills and data-driven thinking']"
350,Learning Experience Designer,Seoudi Supermarket,"Sheikh Zayed, Giza", Egypt,['Full Time'],Experienced,"['Assess, develop, and implement relevant learning programs and solutions that assist the business to meet strategic initiatives and future growth', 'Measure impact and quickly revise content to address specific feedback as needed', 'Drive utilization of evaluation and performance data to support enhancing learning solutions', 'Partner with cross-functional teams to build out development experiences with a business related mindset', 'Determine the proper blend of learning solution that reinforces application, enhances the learning transfer, and engages learners', 'Develop first-hand experience with the appropriate subject matter experts', 'Employ project management skills and tools to manage multiple projects from analysis through delivery concurrently']","['Bachelor’s degree or equivalent', 'Minimum of 3 years’ experience in Instructional Design and Curriculum development', 'Certifications in instructional design, curriculum development, and content-specific certifications', 'Confident with data analysis and using related applications and design programs', 'Ability to design both English and Arabic content', 'Competencies: Customer Centric, Influencing Skills, Planning & Organizing, Driving for Results, Leading oneself']"
351,Technical Sales & Service Engineer,RMS,"Mohandessin, Giza", Egypt,['Full Time'],Entry Level,"['Analyse customer requirements and/or tender specs', 'Develop product offers or complete solution bids', 'Develop both technical and commercial proposals', 'Liaise with vendors and manufacturers in getting technical clarifications, submitting orders, following up on production and delivery', 'Support account managers in closing deals and meet sales targets', 'Assist in conducting technical presentations, seminars, and training for customers', 'Manage offers and orders data in the Sales Automation system', 'Commission control panels and measurement instruments', 'Configure cyber security, industrial routers, and industrial switches', 'Program PLC and controllers', 'In-house device troubleshooting, maintenance and configuration', 'Troubleshoot onsite problems related to instrumentation, communication, and control', 'Attend Service calls and meetings', 'Provide technical support to the customers and manage customer service tickets on the service portal', 'Developing on-site/in-house service reports']","['years of experience in a similar job role (but fresh graduates might be considered', 'Experience in both automation and instrumentation technical offer development', 'Preferable experience in PLC and controller programming', 'Experience in measurement devices (like flow, level, etc.) commissioning and troubleshooting', 'Knowledge about Scada, industrial switches, industrial protocols and panel accessories (circuit breakers, relays, power supply', 'Knowledge about flow, level, pressure, temperature, liquid analysis, and gas analysis instruments', 'Very good at utilizing word, excel, and PowerPoint', 'Very good in English (speaking, reading, and writing', 'Fast learner and willing to always expand his technical knowledge', 'Very good communication and negotiation skills', 'Can work under stress and for long hours if needed']"
352,Internal Auditor,A2Z Lingerie,"Smouha, Alexandria", Egypt,['Full Time'],Experienced,"['Provide a comprehensive Internal Audit (IA) Service, on all sides of auditing, risk assurance', 'Preparing periodic and annual audit reports in accordance with the audit plan', 'Review the accounting system and ensure the validity, regularity, and accuracy of the accounting data', 'Submit periodic reports to the administrative unit that may occur and weaknesses in internal control procedures', 'Identify risk and ensure compliance with proper internal control policies and procedures as well as compliance to legal and governmental regulation', 'Performing and monitoring the full audit cycle for stores and inventory', 'Performs other tasks assigned to it']","['Bachelor degree, commerce accounting', 'years of experience', 'Analytical ability and strong attention to detail', 'Computer skills, Microsoft office applications', 'Good command of English language']"
353,Java Developer (KSA,IST Networks,Riyadh, Saudi Arabia,['Full Time'],Experienced,"['You will be part of a talented software team that works on mission-critical applications', 'As a Senior Java Developer you will be responsible for analyzing user requirements and business objectives, determining application features and functionality and recommending changes to existing Java-based applications, among other duties.\xa0Your day-to-day tasks as a Java developer will vary depending on your level of ownership over one application or many', 'Conducting software analysis, programming, testing, and debugging']",['Bachelor’s degree in Computer Science or a similar field']
354,Financial Manager,Confidential,"Obour City, Cairo", Egypt,['Full Time'],Manager,"['ERP accounting systems', 'Taxes of all kinds', 'Salaries', 'Setting and implementing documentary and accounting courses', 'Managing internal accounts', 'Settling the covenant', 'Processing financial data', 'following up on customer accounts']","['Bachelor degree in Accounting', 'Males Only', 'Excellent communication skills', 'Good understanding of accounting and financial reporting principles and practices', 'High attention to detail and accuracy', 'A solid understanding of financial statistics and accounting principles', 'Excellent organizing abilities', 'Experience \xa0taxes of all kind']"
355,Oracle Apex Developer,Easy System,Cairo, Egypt,"['Full Time', 'Part Time']",Experienced,"['The Oracle IT APEX Solutions team is seeking a senior Oracle Application Express developer skilled in the design, delivery, and ongoing support of Oracle APEX Applications. The APEX Solutions team is responsible for all phases of the Systems Development Lifecycle (SDLC) for applications that support core IT functions and business processes. The ideal candidate will be energized and driven by solving problems in new and innovative ways. Candidates must be comfortable working in an ever-changing environment and have the ability to engage with stakeholders to identify minimal viable products for rapid delivery of new technology solutions']","['Designing, developing, testing and documenting new applications and supporting/enhancing existing applications on the APEX platform', 'Perform system analysis and system development tasks. Analyse functional business requirements to develop solutions and create technical specifications', 'Partner with business analysts, fellow IT resources and end users to evaluate business requirements, minimal viable product requirements, and deliver required features/functions', 'Collaborate with IT business units to ensure that security and architecture requirements are fulfilled', 'Adhere to data architecture guidance and IT best practice methodologies such as the SDLC and Agile etc', 'Continuously identify opportunities for application improvements, performance tuning and resolving issues', 'Collaborate with other IT application owners and leaders to communicate, share and implement best practices', 'Reverse engineer existing applications, including data integrations, and troubleshoot any on-demand problems']"
356,BI Developer,Easy System,Cairo, Egypt,"['Full Time', 'Part Time']",Experienced,"[""The Financial Solutions team (under the CIO organization) is looking for a proactive and collaborative self-starter to support the team's mission to establish a best-in-class Enterprise Analytics solution through the implementation of our new Oracle Analytics Cloud Solution"", 'This will be achieved through developing a deep understanding of our Oracle Analytics Cloud (OAC), Oracle Autonomous Datawarehouse (ADW), Oracle Data Integrator(ODI) market place and Oracle Cloud Infrastructure(OCI) to support our business', ""You will interact with multiple stakeholders across the organization and be instrumental in furthering the team's mission"", 'Receive requests for new Oracle Analytics Cloud (OAC) dashboards and new Oracle Analytics Cloud (OAC) reports from either the user team or Finance leadership', 'Ensure change/test coordination with the otherOracle Analytics Cloud (OAC)-facing development team members', 'Ensure adherence to appropriate change management / governance', 'Perform root cause analysis for Oracle Analytics Cloud(OAC) issues and develop permanent code fixes / tuning / configurations', 'Leads the design and development of ETL and Data Integration routines using Oracle Integration Cloud, Informatica, ODI, Oracle GoldenGate', 'Excellent problem-solving skills are required. Experience working with Oracle Support is preferred', 'Participation in all phases of the Systems Development Lifecycle including planning, requirements determination, current state analysis, solution design, estimating, construction, testing, training, implementing, and ongoing support and improvement', 'Can lead meetings and follow through on meeting commitments and action items', 'This position will partner with extended team business analysts to work with business leaders, business users, and IT teammates to plan, define, design, develop, test, implement and support primarily Oracle Analytics Cloud (OAC) data modelling, dashboard and report activities', 'This will be in support of a variety of groups across the * Finance Division, including but not limited to manufacturing, supply chain, financials, and aftermarket business units', 'Act as the primary developer of the changes throughout the development lifecycle', 'This position will work directly with business leaders, business users, and IT teammates to plan, define, design, develop, test, implement and support primarily Oracle Analytics Cloud (OAC) data modelling, dashboard and report activities', 'The position requires a high-level understanding of the Oracle Financial Cloud environment, and an in-depth understanding and applied experience in all aspects of Oracle Analytics Cloud', 'Experience with power BI']","['to 10 years of experience', 'Ability to communicate and work with both technical and non-technical team members', 'Ability to work well under pressure; manage tight deadlines and situations where conflicting priorities arise', 'Excellent command of English', 'A problem-solving mindset; the individual should be highly motivated and self-directed']"
357,Cost Accountant,Confidential,Cairo, Egypt,['Full Time'],Experienced,"['Prepare, analyze and report weekly, monthly, and quarterly gross margin analysis by brand by customer type', 'Assist in month-end closing, analyze inventory evaluation, and inventory roll forward', 'Prepare collateral reporting', 'Determine fixed costs (e.g. salaries, rent, and insurance', 'Analyze cost accounting data and assist with cycle count/physical inventories', 'Review and analyze inventory and margin reports, conduct research, and perform analytical studies in regard to cost analyses and profitability', 'Ensure timely submission, accuracy, and validity of inventory, and gross margin schedules to management', 'Plan and record variable costs (e.g. purchases of raw material and operations costs', 'Review standard and actual costs for inaccuracies', 'Prepare budgeting reports (for the company and for each department', 'Prepare (monthly, quarterly and annual) cost forecasts', 'Identify and recommend cost-effective solutions']","[""Bachelor's Degree in Accounting"", 'Males only', 'Must be a minimum of 3 solid years of Cost Accounting', 'Oracle User', 'Very good English Language', 'Proficient use of Microsoft Office']"
358,Associate Product Manager,Atomica,Cairo, Egypt,"['Full Time', 'Work From Home']",Experienced,"['Collect data from different stakeholders, through transcribing interviews, running descriptive statistical analysis and\xa0 SQL to highlight highly-weighted hypotheses for faster validation', 'Play as a facilitator between cross-teams trying to find questions to be asked being responsible for understanding the context for better data utilization', 'Reporting to the Product Manager and collaborating with the product development team', 'Gathering product data, including web analytics, statistics, and consumer trends', 'Analyzing consumer research data and recording product defects', 'Determining improvements to product features', 'Coordinating findings with the product team and aligning them with business goals', 'Preparing project status and risk management reports', 'Preparing status, demo, roadmap, and pitch decks and presentations', 'Write user stories with the product manager and break down these to child stories playing the role of the ownership on a smaller scale among 3 development teams', 'Training internal departments on new product features and providing support to customers', 'Developing efficient customer communication and feedback channels']","[""Bachelor's degree in computer science, business management, marketing, or a related field"", 'years of experience in a similar role would be advantageous', 'Experience in gathering and interpreting qualitative product data and consumer feedback', 'Ability to analyze industry trends and competitor behavior', 'Exceptional ability to identify improved product features and contribute to marketing strategies', 'Ability to report to the Product Manager and collaborate with the product development team', 'Proficiency in compiling project status, risk management, and marketing reports', 'Ability to maintain strong customer relations and provide product support', 'Competency in training internal departments on new product features', 'Excellent communication skills', 'Excellent time management and prioritization skills', 'Very organized person, organizing notes, files, contacts, and business relationships in a professional handy way', 'Talented in design criticism and understanding of what makes good design', 'Has basic solid marketing core skills', 'Knowledge in defining sales kits', 'The ability to play good associate role by not working in silos and being responsive']"
359,Java Full Stack Team Leader,Cashcall,"Maadi, Cairo", Egypt,['Full Time'],Manager,"['Lead the development of new features, services, and APIs', 'Coordinate between the business team and development team to scope, estimate, test and deliver end to end features', 'Integrate and continuously improve agile methodologies within the team', 'Guide how to write reusable code and modules, optimize the software for maximum performance and scalability', 'Provide technical guidance, career development, and mentoring to team members', 'Build dynamic web applications and services and implementing complex data and API integrations', 'Design overall architecture of the Cashcall platforms', 'Architect & Build Cashcall platforms while defining software architecture principles and standards', 'Front and back-end development', 'Work with several programming languages and several databases engines to develop Cashcall platforms', 'Maintain quality and ensure the responsiveness of applications', 'Collaborate with the rest of the team to design and launch new features', 'Work with graphic designers and converting designs to visual elements', 'Understanding and implementation of security and data protection', 'Work with single page application technologies such as AngularJS, ReactJS to develop CASHCALL platforms', 'Maintain code integrity and organization', 'Develop applications for both mobile and web', 'Working with code versioning tools', 'Innovate and provide critical thinking and problem-solving ability to drive change and develop creative technology solutions', 'Focus on work ethics, continuous learning, and desire to deliver the best inspires your team members', 'Assist colleague developers through code reviews, program enhancements, unit testing, bug fixing and problem-solving', 'Seek to learn new technologies and continuously scan the landscape for opportunities to enhance the platform in order to deliver better products', 'Interact with a variety of professionals with different backgrounds and experience and seek to learn from and contribute to the group']","['Years’ Experience in full software development life-cycle, including at least 2 years of experience in a leadership position', 'Experience in Java', 'SCRUM or other Agile methodologies experience', 'Knowledge of using different database engines (Oracle, MSSQL, PostgreSQL', 'Strong design and analysis skills', 'Java EE Spring Boot deep experience is required', 'Spring MVC experience is a big plus', 'Strong understanding of Java/OOP/Core Java concept, Spring framework, Hibernate and Jasper and RabbitMQ', 'Flutter experience is big plus', 'Hands-on experience in implementing Microservices', 'Experience in Elastic search and Kafka is a Plus', 'Knowledge of front end technologies such as Angular is a big plus', 'Excellent experience working in an agile team and applying agile practices', 'A ruthless commitment to testing the code written', 'Extensive problem-solving skills', 'Presenting and Communicating Information', 'Strong knowledge in Architectural and design patterns']"
360,BI Developer,Efada Technology,"th of October, Giza", Egypt,['Full Time'],Experienced,"['Translate business needs to technical specifications', 'Design, build and deploy BI solutions (e.g. Tableau reporting tools', 'Maintain and support data analytics platforms', 'Create tools to store data', 'Conduct unit testing and troubleshooting', 'Evaluate and improve existing BI systems', 'Collaborate with teams to integrate systems', 'Develop and execute database queries and conduct analyses', 'Create visualizations and reports for requested projects', 'Develop and update technical documentation']","['BSc Computer Science or Engineering (must have', 'years proven experience as a BI Developer \xa0(must have', 'Telecom Industry experience', 'Background in data warehouse design (e.g. dimensional modeling) and data mining']"
361,Mobile Application Developer,Argaam,"Mohandessin, Giza", Egypt,['Full Time'],Experienced,"['Participate in the entire application lifecycle, focusing on coding and debugging', 'Troubleshoot and debug applications', 'Perform UI tests to optimize performance', 'Give UX idea for more user experience', 'Build reusable code and libraries for future use', 'Liaise with backend developers, designers, and system administrators to identify new features', 'Follow emerging technologies', 'Document all your coding work in professional way']","[""Bachelor's degree in Computer Engineering, Computer Science, or relevant field"", 'years of professional experience developing cross-platform apps using Flutter is a must', 'In-depth understanding of the entire mobile development process (analysis, design, development, testing, and deployment', 'Able to implement UI designs received from our designers', 'Good knowledge in OOP, software development principles and clean code', 'Hands-on experience in using RESTful APIs', 'Knowledge about databases is a plus', 'Experience with architecture flutter bloc pattern', 'Familiarity with IOS integration with Flutter', 'Experience using GitHub or similar environment', 'Strong knowledge of Firebase', 'Experience with programming languages: React Native', 'Experience with caching data', 'Experience with programming languages like (IOS Swift , android java / kotlin and flutter/Dart', 'Experience with front-end languages like (web react, vue js, Typescript, Angular']"
362,Application Support Section Head,Kanawat,"Nasr City, Cairo", Egypt,['Full Time'],Manager,"['Responsible for MS Ax 2012 finance and supply chain modules implementations', 'Identify and analysis Kanawat business and objectives requirements', 'Responsible for configuring and customizing the Microsoft Dynamics application to achieve the business requirements', 'Provides in-depth knowledge of the Microsoft Dynamics application and evaluates the business processes against the standard Microsoft Dynamics functionality', 'Understand and implement required security to confirm to the business approved access & authority matrix', 'Is responsible for validating the uploaded data as per the Microsoft Dynamics AX Guidelines and perform the data integrity/consistency checks', 'Provide solution overview training to business users explaining Dynamics AX functionality across various modules and processes', 'Provide field support by answering questions or handling user support requests/escalations', 'Any additional tasks requested in the range of position']","[""A Bachelor's Degree in\xa0Accounting, Finance, Computer Science, Information Technology, Computer Engineering, or similar"", 'years Demonstrable experience as an Application Support Engineer in a related field', 'Ability to manage code migration, document configuration changes, and monitor performance', 'Microsoft AX courses and certificates', 'Written and verbal communication skills', 'Ability to diagnose & address application issues', 'Working knowledge of SQL Databases', 'System analysis and design (Must', 'SQL Server development (plus', 'SQL Reporting SSRS (plus', 'SQL BI (Plus', 'ERP Dynamics AX ( must', 'SharePoint Administration (Plus']"
363,Quality Assurance Section Head,Confidential,"th of Ramadan City, Sharqia", Egypt,['Full Time'],Experienced,[],[]
364,Software Quality Engineer,Smartpan,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Review and analyze requirements, specifications, and technical design documents, providing timely feedback', 'Analyzing user stories/use cases/requirements for validity and feasibility', 'Plan, design, develop and execute clear, comprehensive test cases for software', 'Record and track any complaints or issues, including the cause and solution, through both tracking systems and records', 'Reporting overall project status and generating statistics']","['Prior experience in mobile & web testing is a must', 'Experience with software lifecycle processes (SDLC', 'Expertise in software Agile methodologies', 'Experience using JIRA', 'Expertise in defect management', 'Must have the desire for delivering excellence in product quality, and reliability', 'Must be flexible, independent and self-motivated', 'Excellent Communication Skills', 'Excellent data collection and analysis skills', 'BSC. in Computers & Information, Computer Science or equivalent', 'years of relevant experience', 'Good English proficiency', 'Additional experiences that are desired as a plus, but not mandatory', 'ISTQB Certified', 'performance testing (JMeter', 'Experience with the stock and purchasing modules', 'API Testing']"
